FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,REQUIREMENT_SET_ID,REQUIREMENT_SUBSET_ID,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,EXP_JOB_CLASS_ALT_RESP,EXP_JOB_CLASS_FUNCTION,COURSE_LENGTH,DRIVERS_LICENSE_REQ,DRIV_LIC_TYPE,EXAM_TYPE,SALARY_START,SALARY_END,ENTRY_SALARY_DWP,REQUIREMENTS,APPLICATION_DEADLINE,OPEN_DATE,SALARY_START_NUM,SALARY_END_NUM,OPEN_YEAR,OPEN_MONTH,EXP_NUM
SENIOR PHOTOGRAPHER 1795 041516 REVISED 042816.txt,SENIOR PHOTOGRAPHER,1795,,,"A Senior Photographer assigns, reviews, and evaluates the work of Photographers engaged in taking black and white, and color still, motion picture or video photography, photographs or video tapes, and working with computers to process digital image files; may personally perform the more difficult photographic and videotape duties; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,,,INT_DEPT_PROM,"$60,969","$89,136",,,"THURSDAYMAY 5, 2016",04-15-16,60969.0,89136.0,2016,4,0
COMMERCIAL FIELD SUPERVISOR 1603 121616.txt,COMMERCIAL FIELD SUPERVISOR,1603,1,,"A Commercial Field Supervisor assigns, reviews, and evaluates the work of a group of employees engaged in field activities including meter reading, bill collection, turning on and off of water and electrical services, inspection and investigation of water and electrical services, investigation of theft of water and electric services, or employee training and quality assurance activities; applies sound supervisory principles and techniques in building and maintaining an effective work force; interacts with customers in an effort to resolve complex issues; promotes, develops, and enforces safe work practices; and fulfills equal employment opportunity responsibilities.",,,,Two years,full-time,,,as a Senior Commercial Field Representative with the City of Los Angeles;,,R,,INT_DEPT_PROM,"$86,025","$106,884",,"1. Two years of full-time paid experience as a Senior Commercial Field Representative with the City of Los Angeles; or
2.	Two years of full-time paid experience as a Commercial Service Supervisor with the City of Los Angeles.","THURSDAYDECEMBER 29, 2016",12-16-16,86025.0,106884.0,2016,12,2
ELECTRIC TROUBLE DISPATCHER 3828 063017 (1).txt,ELECTRIC TROUBLE DISPATCHER,3828,,,,,,,Four years,full-time,,,"in the construction, operation, maintenance, or repair of electrical transmission or distribution equipment, street lighting electrical equipment, or electrical systems used in residential, commercial, or industrial installations",,P,,OPEN_INT_PROM,"$64,352","$79,949",,"Four years of full-time paid experience in the construction, operation, maintenance, or repair of electrical transmission or distribution equipment, street lighting electrical equipment, or electrical systems used in residential, commercial, or industrial installations.","THURSDAYJULY 13, 2017",06-30-17,64352.0,79949.0,2017,6,4
SENIOR PAINTER 3424 041318.txt,SENIOR PAINTER,3424,,,"A Senior Painter personally does skilled work, acts as lead for and works with a small crew of Painters, who prepare surfaces by hand, power tool, water blasting or sand blasting; and mix, match, and apply paint and related material by brush, roller or spray gun to machinery, equipment, including marine equipment, furniture, boats, industrial piping, and the interior and exterior of buildings, tanks, vaults and other structures; keeps records; makes reports, provides estimates, and orders materials; and is responsible for on-site safety and regulatory compliance including confined-space entry and lead abatement.",,,,Six years,full-time,,,as a painter,,P,,INT_DEPT_PROM,"$90,995","$94,868","$97,906 and $106,738",Six years of full-time paid experience as a painter.,"THURSDAYAPRIL 26, 2018",04-13-18,90995.0,94868.0,2018,4,6
LEGISLATIVE REPRESENTATIVE 9482 122917.txt,LEGISLATIVE REPRESENTATIVE,9482,1,,"A Legislative Representative represents the Harbor and Airports departments at meetings of the Los Angeles City Council or represents the Department at meetings of other governmental and civic committees, agencies, and boards; serves as a liaison between local neighborhood councils, Port citizen advisory committees, the Department, and the City Council; examines the effect of proposed legislation on Department or City interests and promotes legislation beneficial to the City or the Department.",four-year,college,,Two years,full-time,,,"with the City of Los Angeles in a position at the level of Senior Management Analyst performing duties as a liaison with Council Committees, Commissions, or Mayor's office, concerning legislative matters;",,R,,OPEN_INT_PROM,"$91,851","$134,300","$105,757 to $131,376","1. Two years of full-time paid experience with the City of Los Angeles in a position at the level of Senior Management Analyst performing duties as a liaison with Council Committees, Commissions, or Mayor's office, concerning legislative matters; or
2. Graduation from an accredited four-year college or university and five years of full-time paid professional experience in legislative analysis or legislative advocacy.

A graduate degree from an accredited college or university in law, government policy, public policy, public administration, political science, liberal studies, or closely related field may be substituted for one year of experience lacking in requirement #2.","THURSDAYJANUARY 11, 2018",12-29-17,91851.0,134300.0,2017,12,2
PUBLIC SAFETY RISK MANAGER 7976 102618.txt,PUBLIC SAFETY RISK MANAGER,7976,1,,"A Public Safety Risk Manager administers a comprehensive risk management program within the Los Angeles Fire Department (LAFD) which includes identifying potential risk exposures in all operations, evaluating the likelihood of these risks, and preparing and recommending policies or procedures to mitigate or eliminate such risks. Evaluates the effectiveness of the risk reduction measures within the context of the public safety and emergency response obligation of the LAFD.",four-year,college,"business, public administration, political science or related field",Two years,full-time,,,"as a Risk Manager with in the City of Los Angeles providing advice, general counsel or litigation services regarding risk management, risk threat assessment or risk evaluation for a public safety organization;",,R,,OPEN_INT_PROM,"$109,787","$160,483",,"1. Two years of full-time paid experience as a Risk Manager with in the City of Los Angeles providing advice, general counsel or litigation services regarding risk management, risk threat assessment or risk evaluation for a public safety organization; or
2. a)  Graduation from an accredited four-year college or university with a degree in business, public administration, political science or related field; and b) Four years of full-time paid professional experience providing advice, general counsel or litigation services regarding risk management, risk assessment or risk evaluation for a public safety organization, with two of the four years supervising staff engaged in the administration of a risk management program.","THURSDAYNOVEMBER 8, 2018",10-26-18,109787.0,160483.0,2018,10,2
AQUEDUCT AND RESERVOIR SUPERVISOR 5816 091115.txt,AQUEDUCT AND RESERVOIR SUPERVISOR,5816,,,"An Aqueduct and Reservoir Supervisor supervises a group of employees engaged in patrolling and inspecting a reservoir or a section of the aqueduct to locate actual or potentially unsafe or unsanitary conditions, operating gates, valves, water measuring devices, and related equipment as instructed to control the flow of water, and maintaining reservoir grounds; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,R,,INT_DEPT_PROM,"$94,419","$99,681",,,"THURSDAYSEPTEMBER 24, 2015",09-11-15,94419.0,99681.0,2015,9,0
ARCHITECT 7925 033018.txt,ARCHITECT,7925,1,,"An Architect assigns, reviews and evaluates the work of architectural employees engaged in professional and sub-professional work; performs responsible professional architectural work preparing, and/or supervising and reviewing the preparation of designs, plans, details, specifications, estimates, studies and reports and observes construction to ensure architectural integrity, and compliance with agencies having jurisdiction; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,Two years,full-time,,,with the City of Los Angeles at the level of Architectural Associate II;,,R,,OPEN_INT_PROM,"$89,637","$131,063","$124,486 to $154,658","1. Two years of full-time paid professional architectural experience with the City of Los Angeles at the level of Architectural Associate II; or
2. Possession of a valid Certificate of Registration as an Architect issued by the California State Board of Architectural Examiners.","THURSDAYAPRIL 12, 2018",03-30-18,89637.0,131063.0,2018,3,2
DIRECTOR OF HOUSING 1568 062317.txt,DIRECTOR OF HOUSING,1568,,,"A Director of Housing plans, directs and coordinates a large staff of professional, technical, skilled crafts, paraprofessional, and clerical employees engaged in the administration of the City's affordable housing development, home ownership, strategic planning and policy, and housing rehabilitation programs; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.",,,,Two years,full-time,,,"at the level of Community Housing Programs Manager which provides experience in the supervision of professional staff engaged in the administration of a government or private housing development, home ownership, development finance, asset management, occupancy monitoring, or rehabilitation program",,P,,OPEN_INT_PROM,"$120,644","$171,654",,"Two years of full-time paid professional experience at the level of Community Housing Programs Manager which provides experience in the supervision of professional staff engaged in the administration of a government or private housing development, home ownership, development finance, asset management, occupancy monitoring, or rehabilitation program.","THURSDAYJULY 6, 2017",06-23-17,120644.0,171654.0,2017,6,2
ASBESTOS WORKER 3435 100518.txt,ASBESTOS WORKER,3435,1,,"An Asbestos Worker fabricates, removes, installs, and disposes of insulating materials and coverings from equipment and areas; sets-up and maintains containment areas for the removal and disposal of hazardous materials in conjunction with insulation work and elimination of possible Hantavirus contamination; and does related work.",,apprentice,,Six years,full-time,,,as an insulator or asbestos worker performing insulating or asbestos-type work,,R,,OPEN,"$98,971",flat-rated,,"1. Completion of a recognized apprenticeship as an Asbestos Worker; or
2. Six years of full-time paid experience as an insulator or asbestos worker performing insulating or asbestos-type work.","THURSDAYOCTOBER 18, 2018",10-05-18,98971.0,98971.0,2018,10,6
SENIOR ELECTRICAL INSPECTOR 4223 042718.txt,SENIOR ELECTRICAL INSPECTOR,4223,1,,A Senior Electrical Inspector supervises the work of employees engaged in the inspection of new and existing electrical installations and equipment to secure conformance to the City Electrical Code; personally inspects large and complicated electrical installations; may perform responsible staff functions; may supervise the inspection of the construction of electrical installations in public buildings to ensure conformance with contract plans and specifications; may witness fabrication and testing of electrical equipment at a manufacturing plant; may witness performance of operational testing equipment prior to start up; assists in training inspection employees; applies sound supervisory techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.,,,,Two years,full-time,,,as an Electrical Inspector with the City of Los Angeles,,P,,INT_DEPT_PROM,"$90,410","$109,306",,"1. Two years of full-time paid experience as an Electrical Inspector with the City of Los Angeles.

One year of experience as a Building Mechanical Inspector with the City of Los Angeles may be substituted for one year of Electrical Inspector experience lacking.","THURSDAYMAY 10, 2018",04-27-18,90410.0,109306.0,2018,4,2
PAYROLL ANALYST 1630 031816.txt,PAYROLL ANALYST,1630,,,"A Payroll Analyst works specifically for the Controller's Office and is responsible for processing centralized payroll, including oversight of all departmental payroll operations, for the City of Los Angeles; analyzes and interprets all policies, procedures, rules and regulations relating to the City of Los Angeles payroll to insure the accuracy of employee paychecks; supervises or oversees a group of professional, administrative and/or clerical employees; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and performs related work.",,,,,,,,,,,,OPEN_INT_PROM,"$63,767","$93,229",,,"THURSDAYMARCH 31, 2016",03-18-16,63767.0,93229.0,2016,3,0
FINANCIAL MANAGER 1557 070116 Rev.txt,FINANCIAL MANAGER,1557,,,"A Financial Manager manages, or assists in managing, financial administration and planning or accounting activities of the City Departments having control over their own funds; analyzes and makes recommendations on significant financial matters; participates in the development of business management reporting, accounting, or cash flow projection systems; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,P,,OPEN_INT_PROM,"$87,361","$127,702",,,"THURSDAYJULY 14, 2016",07-01-16,87361.0,127702.0,2016,7,0
MANAGING WATER UTILITY ENGINEER 9406 032417 REV 040417.txt,MANAGING WATER UTILITY ENGINEER,9406,1,,"A Managing Water Utility Engineer may serve as the director or assistant director of a Division, or manager of a Section, or major project in the Water System of the Department of Water and Power; may serve as an assistant to the General Manager or to the Senior Assistant General Manager-Water; performs difficult and responsible professional engineering and administrative work in managing and supervising the preparation of plans, design and specifications, contracts, budgets, studies, treatments, legislative reports and procedures related to the various components of the water supply, water distribution, water quality, water treatments or water operations and maintenance activities of the Department, including achieving and maintaining regulatory compliance; executes the Safety Program and develops safety initiatives for a Water Systems division; develops and implements Division goals and policies; applies sound management and supervisory principles and techniques in building and maintaining an effective workforce; and fulfills Equal Employment Opportunity responsibilities.",,,,Two years,full-time,,,"at the level of Waterworks Engineer in the Water System of the Department of Water and Power, performing professional engineering work in the design, construction, operation, or maintenance of water systems and facilities",,R,,INT_DEPT_PROM,"$148,561","$184,579",,"1. Two years of full-time paid experience at the level of Waterworks Engineer in the Water System of the Department of Water and Power, performing professional engineering work in the design, construction, operation, or maintenance of water systems and facilities; and
2. Registration as a Professional Engineer with the California Board of Registration for Professional Engineers, Land Surveyors, and Geologists.","THURSDAYAPRIL 13, 2017",03-24-17,148561.0,184579.0,2017,3,2
GRAPHICS DESIGNER 1670 011218.txt,GRAPHICS DESIGNER,1670,1,,"A Graphics Designer designs, coordinates and prepares ads, posters, pamphlets, brochures, covers, displays, signs and exhibits for informational, educational, publicity, sales and promotional purposes, and technical and administrative reports and presentations using computer graphics software or by hand; translates statistical and other data into maps, charts, graphs, illustrations, project slides, and other presentation media; or may act as a lead person to employees engaged in these duties.",four-year,college,,Two years,full-time,,,"in the graphic design field preparing electronic and printed graphic materials such as displays, layout design for websites, brochures, descriptive charts, advertising or other publications for commercial or public use;",12 semester or 18 quarter units,P,,OPEN_INT_PROM,"$46,708","$68,319","$70,908 to $88,092","1. Two years of full-time paid experience in the graphic design field preparing electronic and printed graphic materials such as displays, layout design for websites, brochures, descriptive charts, advertising or other publications for commercial or public use; or
2. A bachelor's degree in Art, Graphic Design or Computer Graphics from an accredited four-year college or university; with at least 12 semester or 18 quarter units in Graphic Design, or Commercial Art; or
3. Completion of a Certificate Program in art, graphics design or computer graphics from a recognized art school accredited by the National Association of Schools of Art and Design.","THURSDAYJANUARY 25, 2018",01-12-18,46708.0,68319.0,2018,1,2
SENIOR CHEMIST 7830 030416.txt,SENIOR CHEMIST,7830,,,"A Senior Chemist supervises the work of a group of Chemists and Laboratory Technicians and participates in performing difficult organic, inorganic, and physical chemical analysis and research studies in connection with water quality, wastewater, recycled water, air emissions, solid waste, and industrial waste treatment; determines and establishes methods and procedures to be followed in conducting chemical analysis and research programs; may assist in training and directing the activities of a chemistry laboratory; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and does related work.",,college,,Two years,full-time,,,as a Chemist or in a class at that level performing a variety of chemical tests in a laboratory,,R,,INT_DEPT_PROM,"$74,709","$106,279",,"Two years of full-time paid professional experience as a Chemist or in a class at that level performing a variety of chemical tests in a laboratory.

A postgraduate degree from an accredited college or university in Chemistry, Environmental Engineering, Environmental Science, Biochemistry, or a closely related field, may be substituted for one year of the required experience.","THURSDAYMARCH 17, 2016",03-04-16,74709.0,106279.0,2016,3,2
DIRECTOR OF ENFORCEMENT OPERATIONS 4266 012618.txt,DIRECTOR OF ENFORCEMENT OPERATIONS,4266,1,,"A Director of Enforcement Operations plans, coordinates, and directs or assists in directing the activities of a Division which is responsible for carrying out the City's systematic and complaint inspection programs, rent stabilization programs, and habitability enforcement programs; or the development and direction of specialized housing programs; oversees administrative and budgetary matters of the Division; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",four-year,college,any of the following areas:  the management and administration of a housing habitability enforcement program or the management and administration of a rent stabilization/rent control program,two years,full-time,,,supervising professional staff engaged in any of the following areas:  the management and administration of a housing habitability enforcement program or the management and administration of a rent stabilization/rent control program;,,P,,OPEN_INT_PROM,"$123,066","$179,943",,"1. Graduation from an accredited four-year college or university and two years of full-time paid professional experience supervising professional staff engaged in any of the following areas:  the management and administration of a housing habitability enforcement program or the management and administration of a rent stabilization/rent control program; or
2. Two years of full-time paid professional experience as an attorney which provides experience in civil or criminal enforcement actions related to housing habitability matters or rent stabilization/rent control matters; or
3. Two years of full-time paid experience with the City of Los Angeles, as a Chief Inspector or in a position at the level of a Senior Management Analyst II responsible for overseeing the operations of a Code Enforcement Program or Rent Stabilization Program.","THURSDAYFEBRUARY 8, 2018",01-26-18,123066.0,179943.0,2018,1,2
SENIOR REAL ESTATE OFFICER 1961 0413018 (2).txt,SENIOR REAL ESTATE OFFICER,1961,1,a,"A Senior Real Estate Officer personally performs complex tasks involving real property rights that include, but are not limited to: negotiations, acquisitions, accounting dispositions, leasing, rental rate adjustments, and appraisals; may also assign, review, and evaluate the work of a group of technical employees engaged in negotiating for the acquisition, leasing, rental, or sale of real property rights; conducts relocation studies; makes valuation appraisals of real property to be acquired, sold, or leased to or by the City; appraises damages and special benefits to private and public property resulting from proposed public improvements or public utility installations; creates and implements property management programs to ensure permit/lease compliance and to protect the City's assets; manages contracts for services such as appraisals, relocations, and acquisitions; and manages City-owned buildings; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,college,,Two years,full-time,Real Estate,,with the City of Los Angeles as a Real Estate Officer;,12 semester units or 16 quarter units,P,,OPEN_INT_PROM,"$83,352","$121,876",,"1.	Two years of full-time paid real estate experience with the City of Los Angeles as a Real Estate Officer; or
2.	Graduation from an accredited four year college or university with a Bachelors degree in Economics, Business Administration, Accounting, or Finance, or a Bachelor's degree in any major and successful completion of the following four courses: Real Estate Principles, Real Estate Finance, Real Estate Appraisal and Real Estate Law, plus an additional 12 semester units or 16 quarter units of courses in either real estate, finance or business; and
3.	Five years of full-time paid real estate experience personally performing work which provides experience in one or more of the following areas:
a. acquisition, divestiture, sale or rental of commercial, residential, residential income, agricultural and/or industrial real properties;
b. property management of commercial, residential income, agricultural and/or industrial properties;
c. asset management and/or development or redevelopment of real estate portfolios;
d. appraisal of vacant land and agricultural, commercial, industrial and residential properties; valuation experience with income
properties, land, improvements, total (land and improvements) property, severance damages, the cost to cure, eminent domain, ad valorem, fair market rent leasehold and leased fee interests and discounted cash flow analysis; 
e. administering and providing relocation assistance to persons or businesses or farms under federal or State of California regulations.","THURSDAYAPRIL 26, 2018",04-13-18,83352.0,121876.0,2018,4,2
INFORMATION SYSTEMS MANAGER 1409 090117 (2).txt,INFORMATION SYSTEMS MANAGER,1409,,,"An Information Systems Manager plans, organizes and directs the work of employees of a major section performing information systems work; defines the scope and tasks of project activities and reviews and reports activity status to management; assists in development of budgets and intermediate and long-range plans; assists in the formulation and organization of information systems training programs; in the Department of Water and Power, manages communication liaisons with customer business/user units; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,Two years,full-time,,,"in a position at the level of Programmer Analyst V, Systems Programmer III, or Senior Systems Analyst II which provides experience in the analysis, design, implementation, operation or maintenance of computer based information systems, network, and computerized data and/or software",,,,INT_DEPT_PROM,"$111,373","$158,500","$121,500 to $150,962","Two years of full-time paid supervisory experience in a position at the level of Programmer Analyst V, Systems Programmer III, or Senior Systems Analyst II which provides experience in the analysis, design, implementation, operation or maintenance of computer based information systems, network, and computerized data and/or software.","THURSDAYSEPTEMBER 14, 2017",09-01-17,111373.0,158500.0,2017,9,2
AIRPORT POLICE SPECIALIST 3236 063017 (2).txt,AIRPORT POLICE SPECIALIST,3236,1,,"As a sworn member of the Los Angeles World Airports (LAWA) Airport Police Division, an Airport Police Specialist is responsible for enforcement of activities on Airport property including, but not limited to enforcement of State and Federal laws, City of Los Angeles ordinances, security, traffic, aviation and safety rules and regulations.  Incumbents in this class make arrests, apprehend and/or assist other law enforcement agencies with apprehending law violators; issue parking and/or traffic citations; respond to radio calls for police assistance at various screening stations and other locations within the airport jurisdictions.",,,,,,,,,,,,OPEN,,flat-rated,,"1. Possess a current California Basic P.O.S.T. Certificate at the time of application; or, have standing as an LAPD Line Reserve Officer with Certified Designated level 1 (CDL) status; or, a Basic Course Waiver issued by the California Commission on Peace Officer Standards and Testing;
2. Must  be 21 years of age at the time of appointment; and   
3. Must have U.S. Citizenship or have applied for U.S. Citizenship prior to applying for Airport Police Specialist.",,06-30-17,,,2017,6,0
PRINCIPAL CLERK POLICE 1152 121815.txt,PRINCIPAL CLERK POLICE,1152,,,"A Principal Clerk Police plans, organizes and directs the work of clerical staff in a geographic area or the Records and Identification Division or specialized divisions of the Police Department engaged in the receiving, processing, indexing and filing of reports and records; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,P,,INT_DEPT_PROM,"$51,114","$74,729",,,"SATURDAYFEBRUARY 20, 2016",12-18-15,51114.0,74729.0,2015,12,0
DIRECTOR OF POLICE TRANSPORTATION 3722 061915.txt,DIRECTOR OF POLICE TRANSPORTATION,3722,,,"A Director of Police Transportation plans, organizes and directs, through subordinate supervisors, the work of fleet management and maintenance personnel engaged in the operation, maintenance, repair and assignment of transportation equipment for the Los Angeles Police Department; makes recommendations for the acquisition and disposition of transportation supplies and equipment; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,R,,INT_DEPT_PROM,"$100,370","$124,695",,,"THURSDAYJULY 2, 2015",06-19-15,100370.0,124695.0,2015,6,0
BENEFITS SPECIALIST 1203 011918.txt,BENEFITS SPECIALIST,1203,,,"A Benefits Specialist counsels and provides information on employee benefits and retirement programs; researches and resolves issues regarding program services and benefits; performs benefit calculations; may assign, review and evaluate the work of subordinates engaged in support activities for this work; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and does related work.",,,,,,,,"in a class at the level of Senior Administrative Clerk (formerly Senior Clerk Typist) in the administration of employee benefit or retirement programs, including providing counseling, researching retirement or benefit related information, providing benefit services, or performing retirement or benefit related calculations, using systems/software to obtain appropriate data",,P,,OPEN_INT_PROM,"$54,120","$79,156","$63,099 to $78,383","Two years of full time paid experience in a class at the level of Senior Administrative Clerk (formerly Senior Clerk Typist) in the administration of employee benefit or retirement programs, including providing counseling, researching retirement or benefit related information, providing benefit services, or performing retirement or benefit related calculations, using systems/software to obtain appropriate data.","THURSDAYFEBRUARY 1, 2018",01-19-18,54120.0,79156.0,2018,1,0
ASSISTANT GARDENER 3142 012017.txt,ASSISTANT GARDENER,3142,1,,"An Assistant Gardener does gardening, landscape construction, and maintenance work in parks, playgrounds, Citywide traffic islands, medians, slopes, grade separations and other landscaped areas.",,,,,,,,,,,,OPEN,"$37,813","$55,332",,"1. Current employment as a Vocational Worker with the City of Los Angeles assigned to a position that performs gardening and landscape work; and
2. A letter of recommendation from the personnel office of the employing department, which includes a statement of the department's wiliness to hire the employee as an Assistant Gardner. The letter must be attached to the application at the time of filing.",,01-20-17,37813.0,55332.0,2017,1,0
STREET SERVICES SUPERVISOR 4152 082815.txt,STREET SERVICES SUPERVISOR,4152,,,"A Street Services Supervisor assigns, reviews, and evaluates the work of one or more crews engaged in repairing, patching, cleaning, remodeling, resurfacing, or reconstructing City streets; and/or slurry seal and Portland Cement Concrete construction, or assists in coordinating the work of street resurfacing crews; or scheduling and dispatching transportation of materials and plant mixes, construction materials and debris transfer equipment; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,R,,INT_DEPT_PROM,"$71,409","$88,719",,,"THURSDAYSEPTEMBER 10, 2015",08-28-20,71409.0,88719.0,2020,8,0
ASSOCIATE ZONING ADMINISTRATOR 7998 102618 REV 110818.txt,ASSOCIATE ZONING ADMINISTRATOR,7998,1,,"Investigates, conducts hearings and makes written determinations upon applications for conditional uses, variances, division of land maps, coastal permits, Zoning Administrator Interpretations and appeals from zoning enforcement action; supervises, administers, represents and reviews the work of professional planners in making final decisions and determinations including Subdivisions, Parcel Maps, Environmental Review and the Entitlement Case Management Sections; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.",,,,Two years,full-time,,,as a Senior City Planner or in a class at that level providing professional city planning or zoning administration experience;,,P,,INT_DEPT_PROM,"$116,928","$170,986",,"1.	Two years of full-time paid experience as a Senior City Planner or in a class at that level providing professional city planning or zoning administration experience; or
2.	Four years of full-time paid experience as a City Planner or in a class at that level providing professional city planning or zoning administration experience; or
3.	Six years of full-time paid experience as a City Planning Associate or in a class at that level providing professional experience in the administration or implementation of city planning or zoning.","THURSDAYNOVEMBER 15, 2018",10-26-18,116928.0,170986.0,2018,10,2
DIRECTOR OF PRINTING SERVICES 1488 101218 REV 102418 (3).txt,DIRECTOR OF PRINTING SERVICES,1488,1,,"The Director of Printing Services manages the production, accounting, and systems functions in the City's Printing Division of the Department of General Services; directs the activities of a printing production operation including prepress, press, and bindery operations to maintain efficient and economical production at competitive prices; applies sound supervisory principles and techniques in building and maintaining an effective workforce.",,,,Three years,full-time,,,"at the level of Printing Services Supervisor with the City of Los Angeles managing a diversified printing operation,",,R,,INT_DEPT_PROM,"$117,596","$171,946",,"1. Three years of full-time paid experience at the level of Printing Services Supervisor with the City of Los Angeles managing a diversified printing operation, or
2. Three years full-time paid experience as a Bindery Equipment Operator II, Pre-Press Operator II, Printing Press Operator II, Printing Services Superintendent, or Printing Services Supervisor with the City of Los Angeles.","THURSDAYNOVEMBER 1, 2018",10-12-18,117596.0,171946.0,2018,10,3
APPRENTICE MACHINIST 3764 071516.txt,APPRENTICE MACHINIST,3764,,,"An Apprentice Machinist works as an apprentice under close supervision, assisting journey-level machinists and receiving on-the-job instruction in using precision hand and machine tools in the repair, rebuilding, and dismantling, fabrication, and installation of machinery and equipment.",,,,,,,,,,R,,OPEN_INT_PROM,"$69,655","$89,544",,,"THURSDAYJULY 28, 2016",07-15-16,69655.0,89544.0,2016,7,0
TILE SETTER 3493 090415.txt,Tile Setter,3493,1,,"A Tile Setter does skilled work in applying tiles to walls, floors, ceilings, and other surfaces according to specified designs.",,apprentice,tile setter,Five years,full-time,,,setting tile,,P,,OPEN_INT_PROM,"$83,290",flat-rated,,"1. Completion of a recognized apprenticeship as a tile setter; or
2. Five years of full-time paid experience setting tile.","THURSDAYSEPTEMBER 17, 2015",09-04-15,83290.0,83290.0,2015,9,5
CHIEF HARBOR ENGINEER 9286 112015.txt,CHIEF HARBOR ENGINEER,9286,,,"A Chief Harbor Engineer directs and administers either the Engineering or Construction Division in the engineering planning, design, project management, survey, construction inspection, contract administration, and materials testing activities relating to marine terminal and other facilities which may be constructed and maintained by the Los Angeles Harbor Department; manages and oversees the Department's Capital Improvement and Maintenance Improvement budget; formulates and manages written design procedures and guidelines to ensure that the latest local, state, and federal requirements are maintained; represents the Department at port associations and public meetings, both locally and nationally, community meetings, and other functions where the Port needs to be represented; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,Two years,full-time,,,as a Harbor Engineer with the City of Los Angeles,,P,,INT_DEPT_PROM,"$145,867","$196,585",,Two years of full-time paid professional engineering experience as a Harbor Engineer with the City of Los Angeles.,"THURSDAYDECEMBER 3, 2015",11-20-15,145867.0,196585.0,2015,11,2
ENVIRONMENTAL SPECIALIST 7310 012916.txt,ENVIRONMENTAL SPECIALIST,7310,,,"An Environmental Specialist plans, performs, reviews, and analyzes environmental studies, reports, and proposals to determine their environmental and policy impacts on the City; conducts studies which may require collection and evaluation of field and laboratory data to determine the environmental impacts from the storage, handling, or release of solid waste and hazardous materials; conducts noise measurements to assess impacts and enforces noise abatement policies; conducts environmental compliance inspections and enforcement procedures as necessary; coordinates and implements environmental compliance, remediation and enhancement projects and programs; makes recommendations in accordance with established environmental policy and relevant technical information; oversees environmental consultant activities and services; reviews, analyzes and/or prepares California Environmental Quality Act (CEQA), National Environmental Policy Act (NEPA), and Safe Drinking Water Act (SDWA) documents, various environmental  permits, and grant applications; conducts outreach and education on environmental issues; works with other public agencies and the community, and may act as a technical team leader.",,,,,,,,,,P,,OPEN,"$60,281","$85,796","$71,722 to $89,094",,"THURSDAYFEBRUARY 11, 2016",01-29-16,60281.0,85796.0,2016,1,0
